Latitude,Longitude
41.773371528,-87.66531946799999
41.828138428,-87.672782106
41.738563465,-87.552678593
41.894945606,-87.75487497700001
41.70284845,-87.624588931
41.757614433,-87.58611526600001
,
41.880934043,-87.764879438
41.848024395,-87.68209087700001
41.787480544,-87.618458018
41.708029389000004,-87.56929028200001
41.939055884,-87.730240399
41.777694703,-87.607128049
41.85168235,-87.713304129
41.748203504,-87.636663391
41.752762491,-87.553488733
41.87946597,-87.72318519
41.728740563,-87.596150779
41.743970443,-87.58579712299999
41.757946916,-87.58956394399999
41.758322944,-87.648271397
41.894945606,-87.75487497700001
41.927300801,-87.73994603700001
41.90056412,-87.63060547299999
41.76778191,-87.68944263799999
41.736269116,-87.62776824299999
41.993281593,-87.709220588
41.76559446,-87.621050648
41.879464606999996,-87.748235993
41.968528173,-87.778559988
41.879485593000005,-87.74643281899999
41.939898633,-87.754281422
41.871964663,-87.69666293200001
41.879241873000005,-87.69755644899999
41.71902307,-87.620528559
41.88038163,-87.75427927
41.784801626,-87.615737796
41.764251916999996,-87.711716396
41.892722047,-87.625398921
41.909272539,-87.77411376200001
41.685021672,-87.618008151
41.880743390999996,-87.724472972
41.907657028,-87.734551348
41.782957216999996,-87.62054686
41.683970355,-87.666812454
41.738280662,-87.551447254
41.836385231,-87.66571041
41.748526903,-87.663825429
41.759012808,-87.560215615
41.876581037,-87.74513751299999
41.803201891,-87.72198373
41.905358915,-87.727523294
41.851305522,-87.699073778
41.788987036,-87.74147999
41.98287878,-87.791440835
41.87707857,-87.72631067399999
41.894227149,-87.711397939
41.880399914,-87.75300855299999
41.766988136,-87.57510127100001
41.878563206,-87.74798350299999
41.89542474,-87.720278586
41.78210152,-87.586502002
41.879503218,-87.626763965
41.945851518000005,-87.802094734
41.762724090999995,-87.64677309
41.909493094,-87.756565853
41.966490762,-87.72160538600001
41.748665338,-87.60147471299999
41.833092039,-87.681464355
41.768052028,-87.65298095200001
41.721347521,-87.652202769
41.764400258,-87.643009097
41.75335369,-87.58166425200001
41.867266901,-87.71379605
41.780534965,-87.719067965
41.894440508,-87.719942744
41.866202226,-87.72303964700001
41.866202226,-87.72303964700001
41.898254742,-87.71274363299999
41.68995741,-87.637460623
41.871885139,-87.704142817
41.898440359,-87.76948828100001
41.902605427,-87.73045864299999
41.860151322,-87.722557556
41.794617681,-87.674321919
41.883526397,-87.742932868
41.892605313000004,-87.619839586
41.892605313000004,-87.619839586
41.892605313000004,-87.619839586
41.892605313000004,-87.619839586
41.967026362,-87.658512589
41.892605313000004,-87.619839586
41.78210152,-87.586502002
41.892605313000004,-87.619839586
41.892605313000004,-87.619839586
41.895513591,-87.71077941700001
41.754121535,-87.70746024799999
41.809487139,-87.60972552700001
41.779234743,-87.685207125
41.946542477,-87.73608437600001
41.870826611,-87.71846862299999
41.905844191999996,-87.72639826700001
41.697984055,-87.62881668899999
41.746509155,-87.62126164600001
41.924397747,-87.654787614
41.765000458,-87.61161851799999
41.876227971,-87.674545335
41.823798151,-87.619756522
41.945928963,-87.76275855700001
41.692197539,-87.655494409
41.871729561,-87.71848567
41.843695653000005,-87.711109507
41.956909436,-87.760726779
41.747851897,-87.66337071
41.722710416999995,-87.62747702200001
41.769957431,-87.64575019
41.974966251,-87.89827080799999
41.78210152,-87.586502002
41.99231427,-87.70796094200001
41.912576915,-87.731301676
41.803307421999996,-87.61943744
41.799095213,-87.63195355100001
41.802009404,-87.62209620600001
41.878611533000004,-87.627688116
41.900665603,-87.73736060600001
41.906354055,-87.71855397700001
41.735107596999995,-87.654534145
41.800881379,-87.676935066
41.780534965,-87.719067965
41.886136329,-87.66816368399999
41.749140885,-87.56133818
41.789767893000004,-87.643822407
41.989334479,-87.674667806
41.725979677,-87.659139757
41.878462484,-87.755732349
41.953443342,-87.74495704799999
41.751305337,-87.603628907
41.754976764,-87.55424256
41.878232554,-87.686355881
41.909240284,-87.65274758
41.757614433,-87.58611526600001
41.909787665,-87.733712179
41.769158261,-87.68336571200001
41.758140368,-87.563931522
41.876650547,-87.755587101
41.920934657,-87.757282227
41.80099297,-87.65504587
41.909884036,-87.749214726
41.825397938,-87.63717732100001
41.767994013,-87.646918516
41.878515334,-87.75152375299999
41.863396806,-87.734883724
41.775607078,-87.68428679200001
41.692233255,-87.65271504399999
41.911608672,-87.734014766
41.878560584,-87.730501097
41.756640446999995,-87.663590843
41.892753031,-87.62419389600001
41.802957004,-87.62267255399999
41.942274645,-87.76295654299999
41.867260945,-87.714218314
41.894175479,-87.708955962
41.885481891,-87.627935689
41.758560412,-87.56272800299999
41.880100349,-87.73791160200001
41.768051639,-87.64691790200001
41.699210598,-87.622105913
41.750302903000005,-87.603940764
41.923976215,-87.76629441600001
41.966289488,-87.66107590600001
41.879627827,-87.736755615
41.704754222,-87.62345106299999
41.847387304,-87.702668927
41.994792775,-87.69954561
41.876581037,-87.74513751299999
41.944862379,-87.739665593
41.923976215,-87.76629441600001
41.788292927,-87.620678433
41.766257132,-87.574530716
41.758996647,-87.635725667
41.874974798000004,-87.725475051
41.766102387,-87.573539169
41.768096835,-87.66387858899999
41.796713658,-87.695105195
41.756094931,-87.644659401
41.888972442,-87.748042734
41.888654974,-87.74929063799999
41.878085576,-87.74153251799999
41.950251564,-87.782519604
41.963070794000004,-87.655984213
41.911343842,-87.63471588
41.875863332,-87.746462289
41.661233333,-87.63535095200001
41.817472271999996,-87.698729054
41.786422986999995,-87.692713885
41.747401022,-87.556455913
42.019399236999995,-87.675049485
41.990455346,-87.697271229
41.778601769,-87.605189348
41.749541695,-87.56013504299999
41.908380062,-87.763386945
41.761286626,-87.662662857
41.853034697,-87.699126435
41.944189498,-87.755698203
41.939262335,-87.71335694
41.801691246,-87.63962721600001
41.777483898,-87.617263874
41.899417418,-87.764502494
41.965426344,-87.655227542
41.67693763,-87.63103759200001
41.751505533,-87.583994603
41.910213253,-87.77399901
41.87876279,-87.766433586
41.935432921,-87.668504341
41.879632285,-87.736557282
41.750154295,-87.661008708
41.928808708000005,-87.747149544
41.777389879,-87.63498009999999
41.759162013,-87.68310007299999
41.849026177,-87.70027446600001
41.901487656,-87.72872800399999
41.924367565,-87.687624413
41.924947914,-87.70067831600001
41.764956871,-87.598250887
41.873186843,-87.74361917600001
41.929164863000004,-87.746495824
41.920867666999996,-87.76587365700001
41.781740546,-87.599474481
41.863939033,-87.70437124799999
41.880599603,-87.73628756
41.913654766,-87.70807543
41.880656875999996,-87.73148755700001
41.90319914,-87.751931543
41.897339695999996,-87.731070154
41.771146185999996,-87.722570475
41.863023512,-87.656758526
41.755464062,-87.650229577
41.848317805,-87.64396478799999
41.947414417,-87.747126165
41.866162194,-87.725841227
41.841350479,-87.62686091100001
41.887141832,-87.69891407200001
41.947586617,-87.72743611
41.786309231,-87.66315381
41.885487535,-87.726422045
41.889042132,-87.723465005
41.964744922,-87.714849143
41.929680945,-87.766188771
41.802641458000004,-87.662382149
41.90802185,-87.76586253
41.897762321,-87.71150689
41.871884716,-87.704065717
41.857678215,-87.67478714399999
41.769103754,-87.628061064
41.755425842,-87.561006318
41.877878287,-87.73384165600001
41.77295831,-87.57281305299999
41.711750536,-87.621400009
41.688783539,-87.672448601
41.73365047,-87.557845321
41.868404619,-87.722805757
41.930076795,-87.718855435
41.801921533000005,-87.62742622799999
41.787713542,-87.69729189
41.865763195999996,-87.721501887
41.879586302,-87.74039501899999
41.979006297,-87.906463155
41.745949115,-87.71508837100001
41.750167966,-87.645239474
41.755445531,-87.652655986
41.775963639000004,-87.61551737200001
41.700134558,-87.561983199
41.9101204,-87.706100347
41.697823571,-87.62325266
41.880775433000004,-87.627029031
41.782056116,-87.670340423
41.73587325,-87.657325273
41.875043672,-87.743418516
41.895420644,-87.720539406
41.783139592,-87.613266743
41.679772098,-87.629172776
41.733256241,-87.552717215
41.879876814,-87.627718261
41.747021183,-87.64219490200001
41.860171924,-87.71767866200001
42.022534349000004,-87.673357342
41.880717825,-87.72638272299999
41.766615006,-87.67433732100001
41.772849096,-87.680901581
41.767910191,-87.66387319799999
41.796778047,-87.665872263
41.783779396999996,-87.621696395
41.673367407,-87.640560272
41.784477456,-87.65219500299999
41.871546101999996,-87.73571827299999
41.803201891,-87.72198373
41.777843802,-87.742275381
41.908425822,-87.767089649
41.893219185999996,-87.742421235
41.878867226,-87.75763815799999
41.73690054,-87.586553276
41.76591285,-87.66020273299999
41.721635631,-87.63032398600001
41.722835484,-87.62061829700001
41.721635631,-87.63032398600001
41.754592961,-87.74152853700001
41.897895128,-87.624096605
41.795991039,-87.63054248899999
41.871727996,-87.718705982
41.746703731,-87.60631943799999
41.891694878,-87.62615583200001
41.678519693,-87.662497935
41.879117911,-87.74056459100001
41.895896023,-87.677913394
41.780912416999996,-87.69517391299999
41.79798374,-87.723294914
41.759081459,-87.56022212200001
41.879874073,-87.76975067299999
41.750490827,-87.65430247399999
41.789249862,-87.621874243
41.74968603,-87.653717282
41.805188471,-87.622732254
41.880399914,-87.75300855299999
41.975883462,-87.690340565
41.884650262,-87.627915459
41.852419423,-87.627080475
41.754592961,-87.74152853700001
41.878562813,-87.747906394
41.899998054,-87.72622589
41.768382919000004,-87.64449500200001
41.879468786,-87.74797891
41.895662143,-87.694851912
41.896690521,-87.62723201600001
41.908426774,-87.69358588
41.768615103,-87.65958430299999
41.736259984,-87.62806878200001
41.759934113,-87.589614301
41.880660786,-87.731186405
41.881832251999995,-87.709531496
41.942731254,-87.78745095
41.851804072,-87.68563492
41.879503218,-87.626763965
41.899609477,-87.717670986
41.904135424,-87.74932590200001
41.895896023,-87.677913394
41.798037176,-87.747264578
41.880399914,-87.75300855299999
41.876354746,-87.73532831899999
41.880660786,-87.731186405
41.802424914,-87.673321345
41.905276989,-87.75093920299999
41.762291678000004,-87.681851575
41.895896023,-87.677913394
41.909307457,-87.771148723
41.860139578,-87.709144009
42.020155026,-87.671906211
41.707095328,-87.628834415
41.78604793,-87.68748521
41.797636079,-87.742893043
41.830493925,-87.618394255
41.763272699,-87.623253585
41.847991538,-87.718962604
41.97551745,-87.729569215
41.899113061,-87.715681215
41.707322807,-87.613289399
41.932303519,-87.75718729299999
41.753674399,-87.55644257
41.753076082,-87.567469931
41.751261264,-87.665889581
41.783353826,-87.594707892
41.768862641999995,-87.5763732
